Time(s),Input(v),Output(v),Output(m),
7.4,2.51,0,0,
7.5,2.505,0,0,0
7.6,2.515,0,0,0
7.7,2.505,0,0,0
7.8,2.515,0,0,0
7.9,2.51,0,0,0
8,2.505,0,0,0
8.1,2.505,0,0,0
8.2,2.505,0,0,0
8.3,2.51,0,0,0
8.4,2.505,0,0,0
8.5,2.515,0,0,0
8.6,2.51,0,0,0
8.7,2.505,0,0,0
8.8,2.51,0,0,0
8.9,2.51,0,0,0
9,2.505,0,0,0
9.1,2.51,0,0,0
9.2,2.505,0,0,0
9.3,2.51,0,0,0
9.4,2.52,0,0,0
9.5,2.515,0,0,0
9.6,2.515,0,0,0
9.7,2.51,0,0,0
9.8,2.505,0,0,0
9.9,2.51,0,0,0
10,2.515,0,0,0
10.1,2.52,0,0,0
10.2,2.51,0,0,0
10.3,2.515,0,0,0
10.4,2.51,0,0,0
10.5,2.51,0,0,0
10.6,2.51,0,0,0
10.7,2.51,0,0,0
10.8,2.51,0,0,0
10.9,2.51,0,0,0
11,2.51,0,0,0
11.1,2.51,0,0,0
11.2,2.51,0,0,0
11.3,2.51,0,0,0
11.4,2.51,0,0,0
11.5,2.505,0,0,0
11.6,2.51,0,0,0
11.7,2.515,0,0,0
11.8,2.5,0,0,0
11.9,2.505,0,0,0
12,2.505,0,0,0
12.1,2.51,0,0,0
12.2,2.515,0,0,0
12.3,2.51,0,0,0
12.4,2.51,0,0,0
12.5,2.51,0,0,0
12.6,2.515,0,0,0
12.7,2.51,0,0,0
12.8,2.51,0,0,0
12.9,2.51,0,0,0
13,2.515,0,0,0
13.1,2.51,0,0,0
13.2,2.51,0,0,0
13.3,2.505,0,0,0
13.4,2.51,0,0,0
13.5,2.51,0,0,0
13.6,2.505,0,0,0
13.7,2.515,0,0,0
13.8,2.515,0,0,0
13.9,2.515,0,0,0
14,2.51,0,0,0
14.1,2.51,0,0,0
14.2,2.51,0,0,0
14.3,2.51,0,0,0
14.4,2.505,0,0,0
14.5,2.51,0,0,0
14.6,2.515,0,0,0
14.7,2.505,0,0,0
14.8,2.51,0,0,0
14.9,2.505,0,0,0
15,2.51,0,0,0
15.1,2.51,0,0,0
15.2,2.51,0,0,0
15.3,2.51,0,0,0
15.4,2.51,0,0,0
15.5,2.51,0,0,0
15.6,2.51,0,0,0
15.7,2.51,0,0,0
15.8,2.515,0,0,0
15.9,2.505,0,0,0
16,2.515,0,0,0
16.1,2.52,0,0,0
16.2,2.51,0,0,0
16.3,2.51,0,0,0
16.4,2.51,0,0,0
16.5,2.515,0,0,0
16.6,2.51,0,0,0
16.7,2.505,0,0,0
16.8,2.515,0,0,0
16.9,2.51,0,0,0
17,2.51,0,0,0
17.1,2.52,0,0,0
17.2,2.515,0,0,0
17.3,2.515,0,0,0
17.4,2.51,0,0,0
17.5,2.51,0,0,0
17.6,2.51,0,0,0
17.7,2.51,0,0,0
17.8,2.505,0,0,0
17.9,2.51,0,0,0
18,2.51,0,0,0
18.1,2.515,0,0,0
18.2,2.505,0,0,0
18.3,2.51,0,0,0
18.4,2.515,0,0,0
18.5,2.51,0,0,0
18.6,2.51,0,0,0
18.7,2.505,0,0,0
18.8,2.51,0,0,0
18.9,2.505,0,0,0
19,2.51,0,0,0
19.1,2.515,0,0,0
19.2,2.51,0,0,0
19.3,2.51,0,0,0
19.4,2.51,0,0,0
19.5,2.51,0,0,0
19.6,2.515,0,0,0
19.7,2.51,0,0,0
19.8,2.515,0,0,0
19.9,2.51,0,0,0
20,2.51,0,0,0
20.1,2.515,0,0,0
20.2,2.51,0,0,0
20.3,2.505,0,0,0
20.4,2.515,0,0,0
20.5,2.51,0,0,0
20.6,2.51,0,0,0
20.7,2.505,0,0,0
20.8,2.51,0,0,0
20.9,2.515,0,0,0
21,2.515,0,0,0
21.1,2.51,0,0,0
21.2,2.51,0,0,0
21.3,2.51,0,0,0
21.4,2.505,0,0,0
21.5,2.5,0,0,0
21.6,2.51,0,0,0
21.7,2.505,0,0,0
21.8,2.515,0,0,0
21.9,2.505,0,0,0
22,2.51,0,0,0
22.1,2.515,0,0,0
22.2,2.51,0,0,0
22.3,2.51,0,0,0
22.4,2.51,0,0,0
22.5,2.52,0,0,0
22.6,2.52,0,0,0
22.7,2.51,0,0,0
22.8,2.51,0,0,0
22.9,2.51,0,0,0
23,2.51,0,0,0
23.1,2.51,0,0,0
23.2,2.51,0,0,0
23.3,2.51,0,0,0
23.4,2.505,0,0,0
23.5,2.505,0,0,0
23.6,2.51,0,0,0
23.7,2.51,0,0,0
23.8,2.515,0,0,0
23.9,2.515,0,0,0
24,2.51,0,0,0
24.1,2.505,0,0,0
24.2,2.505,0,0,0
24.3,2.505,0,0,0
24.4,2.51,0,0,0
24.5,2.515,0,0,0
24.6,2.505,0,0,0
24.7,2.51,0,0,0
24.8,2.505,0,0,0
24.9,2.51,0,0,0
25,2.51,0,0,0
25.1,2.52,0,0,0
25.2,2.51,0,0,0
25.3,2.505,0,0,0
25.4,2.51,0,0,0
25.5,2.505,0,0,0
25.6,2.51,0,0,0
25.7,2.51,0,0,0
25.8,2.515,0,0,0
25.9,2.51,0,0,0
26,2.505,0,0,0
26.1,2.515,0,0,0
26.2,2.51,0,0,0
26.3,2.515,0,0,0
26.4,2.51,0,0,0
26.5,2.515,0,0,0
26.6,2.505,0,0,0
26.7,2.51,0,0,0
26.8,2.505,0,0,0
26.9,2.51,0,0,0
27,2.51,0,0,0
27.1,2.51,0,0,0
27.2,2.51,0,0,0
27.3,2.51,0,0,0
27.4,2.51,0,0,0
27.5,2.51,0,0,0
27.6,2.51,0,0,0
27.7,2.51,0,0,0
27.8,2.515,0,0,0
27.9,2.51,0,0,0
28,2.505,0,0,0
28.1,2.51,0,0,0
28.2,2.505,0,0,0
28.3,2.51,0,0,0
28.4,2.515,0,0,0
28.5,2.529,0.001,0.001,0.01
28.6,2.524,0.001,0.002,0.01
28.7,2.524,0.002,0.002,0
28.8,2.524,0.003,0.004,0.02
28.9,2.52,0.004,0.005,0.01
29,2.52,0.005,0.007,0.02
29.1,2.524,0.007,0.008,0.01
29.2,2.681,0.008,0.01,0.02
29.3,5,0.011,0.014,0.04
29.4,5,0.034,0.043,0.29
29.5,5,0.076,0.098,0.55
29.6,5,0.138,0.177,0.79
29.7,5,0.219,0.28,1.03
29.8,5,0.319,0.409,1.29
29.9,5,0.438,0.562,1.53
30,5,0.576,0.739,1.77
30.1,5,0.733,0.94,2.01
30.2,5,0.909,1.165,2.25
30.3,5,1.103,1.414,2.49
30.4,5,1.315,1.686,2.72
30.5,5,1.546,1.982,2.96
30.6,5,1.795,2.301,3.19
30.7,5,2.062,2.644,3.43
30.8,5,2.347,3.009,3.65
30.9,5,2.65,3.397,3.88
31,5,2.97,3.808,4.11
31.1,5,3.308,4.241,4.33
31.2,5,3.663,4.696,4.55
31.3,5,4.036,5.174,4.78
31.4,5,4.426,5.674,5
31.5,5,4.833,6.196,5.22
31.6,5,5.257,6.739,5.43
31.7,5,5.697,7.304,5.65
31.8,5,6.155,7.891,5.87
31.9,5,6.629,8.499,6.08
32,5,7.12,9.128,6.29
32.1,5,7.627,9.778,6.5
32.2,5,8.15,10.449,6.71
32.3,5,8.689,11.14,6.91
32.4,5,9.245,11.852,7.12
32.5,5,9.816,12.585,7.33
32.6,5,10,13.338,7.53
32.7,5,10,14.111,7.73
32.8,5,10,14.905,7.94
32.9,5,10,15.718,8.13
33,5,10,16.551,8.33
33.1,5,10,17.403,8.52
33.2,5,10,18.275,8.72
33.3,5,10,19.167,8.92
33.4,5,10,20.078,9.11
33.5,5,10,21.008,9.3
33.6,5,10,21.956,9.48
33.7,5,10,22.924,9.68
33.8,5,10,23.911,9.87
33.9,5,10,24.916,10.05
34,5,10,25.939,10.23
34.1,5,10,26.981,10.42
34.2,5,10,28.041,10.6
34.3,5,10,29.119,10.78
34.4,5,10,30.216,10.97
34.5,5,10,31.33,11.14
34.6,5,10,32.461,11.31
34.7,5,10,33.611,11.5
34.8,5,10,34.778,11.67
34.9,5,10,35.962,11.84
35,5,10,37.164,12.02
35.1,5,10,38.382,12.18
35.2,5,10,39.618,12.36
35.3,5,10,40.871,12.53
35.4,5,10,42.14,12.69
35.5,5,10,43.426,12.86
35.6,5,10,44.729,13.03
35.7,5,10,46.048,13.19
35.8,5,10,47.384,13.36
35.9,5,10,48.736,13.52
36,5,10,50.104,13.68
36.1,5,10,51.488,13.84
36.2,5,10,52.887,13.99
36.3,5,10,54.303,14.16
36.4,5,10,55.735,14.32
36.5,5,10,57.182,14.47
36.6,5,10,58.644,14.62
36.7,5,10,60.122,14.78
36.8,5,10,61.615,14.93
36.9,5,10,63.123,15.08
37,5,10,64.647,15.24
37.1,5,10,66.185,15.38
37.2,5,10,67.738,15.53
37.3,5,10,69.306,15.68
37.4,5,10,70.889,15.83
37.5,5,10,72.486,15.97
37.6,5,10,74.098,16.12
37.7,5,10,75.724,16.26
37.8,5,10,77.364,16.4
37.9,5,10,79.019,16.55
38,5,10,80.687,16.68
38.1,5,10,82.37,16.83
38.2,5,10,84.066,16.96
38.3,5,10,85.777,17.11
38.4,5,10,87.501,17.24
38.5,5,10,89.238,17.37
38.6,5,10,90.989,17.51
38.7,5,10,92.754,17.65
38.8,5,10,94.532,17.78
38.9,5,10,96.323,17.91
39,5,10,98.127,18.04
39.1,5,10,99.944,18.17
39.2,5,10,101.775,18.31
39.3,5,10,103.618,18.43
39.4,5,10,105.474,18.56
39.5,5,10,107.343,18.69
39.6,5,10,109.224,18.81
39.7,5,10,111.118,18.94
39.8,5,10,113.024,19.06
39.9,5,10,114.943,19.19
40,5,10,116.874,19.31
40.1,5,10,118.818,19.44
40.2,5,10,120.773,19.55
40.3,5,10,122.74,19.67
40.4,5,10,124.72,19.8
40.5,5,10,126.711,19.91
40.6,5,10,128.714,20.03
40.7,5,10,130.729,20.15
40.8,5,10,132.756,20.27
40.9,5,10,134.794,20.38
41,5,10,136.843,20.49
41.1,5,10,138.904,20.61
41.2,5,10,140.976,20.72
41.3,5,10,143.06,20.84
41.4,5,10,145.155,20.95
41.5,5,10,147.26,21.05
41.6,5,10,149.377,21.17
41.7,5,10,151.505,21.28
41.8,5,10,153.644,21.39
41.9,5,10,155.793,21.49
42,5,10,157.953,21.6
42.1,5,10,160.124,21.71
42.2,5,10,162.306,21.82
42.3,5,10,164.498,21.92
42.4,5,10,166.7,22.02
42.5,5,10,168.913,22.13
42.6,5,10,171.136,22.23
42.7,5,10,173.369,22.33
42.8,5,10,175.613,22.44
42.9,5,10,177.866,22.53
43,5,10,180.13,22.64
43.1,5,10,182.404,22.74
43.2,5,10,184.687,22.83
43.3,5,10,186.98,22.93
43.4,5,10,189.283,23.03
43.5,5,10,191.596,23.13
43.6,5,10,193.918,23.22
43.7,5,10,196.25,23.32
43.8,5,10,198.592,23.42
43.9,5,10,200.943,23.51
44,5,10,203.303,23.6
44.1,5,10,205.672,23.69
44.2,5,10,208.051,23.79
44.3,5,10,210.439,23.88
44.4,5,10,212.836,23.97
44.5,5,10,215.242,24.06
44.6,5,10,217.658,24.16
44.7,5,10,220.082,24.24
44.8,5,10,222.515,24.33
44.9,5,10,224.956,24.41
45,5,10,227.407,24.51
45.1,5,10,229.866,24.59
45.2,5,10,232.334,24.68
45.3,5,10,234.81,24.76
45.4,5,10,237.295,24.85
45.5,5,10,239.789,24.94
45.6,5,10,242.29,25.01
45.7,5,10,244.801,25.11
45.8,5,10,247.319,25.18
45.9,5,10,249.846,25.27
46,5,10,252.381,25.35
46.1,5,10,254.924,25.43
46.2,5,10,257.475,25.51
46.3,5,10,260.034,25.59
46.4,5,10,262.601,25.67
46.5,5,10,265.176,25.75
46.6,5,10,267.758,25.82
46.7,5,10,270.349,25.91
46.8,5,10,272.947,25.98
46.9,5,10,275.553,26.06
47,5,10,278.167,26.14
